array,sampling_rate,song_id,genre_id,genre
"[ 2.03246714e-07  9.16320317e-08 -1.34269087e-07 ... -1.92934364e-01
 -1.98168531e-01 -1.80811867e-01]",44100,16597,6,Chiptune / Glitch
"[ 0.          0.          0.         ... -0.02741338 -0.0086055
  0.01589705]",44100,15877,9,International
"[ 0.          0.          0.         ... -0.02136687 -0.01661248
 -0.01266212]",44100,24098,4,Hip-Hop
"[-9.26705042e-08 -1.39761946e-07 -2.26639042e-07 ... -9.80826723e-03
  3.48721491e-02  8.84441864e-02]",44100,7110,8,Pop
"[-6.95351488e-07  2.01467401e-07  1.13636460e-06 ... -6.84228480e-01
 -6.75980538e-01 -6.60838515e-01]",44100,21144,8,Pop
"[ 2.12295021e-07  4.12058995e-07  3.03583931e-07 ... -8.25424679e-02
 -7.03704506e-02 -5.43082524e-02]",44100,2483,3,Experimental
"[-0.00128316 -0.00186251 -0.00251677 ... -0.00834163 -0.00531191
 -0.00533603]",44100,22786,3,Experimental
"[ 7.49967172e-10  4.08041378e-10 -1.78651094e-09 ...  5.91142755e-02
  7.92404227e-02  1.03721250e-01]",44100,13129,7,Instrumental
"[ 1.02626086e-06  8.67247564e-07  7.60310715e-07 ... -2.26226516e-01
 -2.03018475e-01 -1.81864655e-01]",48000,5580,3,Experimental
"[ 0.          0.          0.         ... -0.01115826 -0.01181328
 -0.01077716]",44100,18055,5,Folk
[0.         0.         0.         ... 0.05983074 0.05613386 0.05069261],44100,22975,5,Folk
"[ 2.57335472e-10  1.15703358e-09 -2.43470266e-09 ... -3.62652130e-02
 -2.73010992e-02 -2.78658606e-02]",44100,21807,9,International
[0.         0.         0.         ... 0.24168298 0.23111418 0.28297896],44100,13931,3,Experimental
"[ 7.90735101e-07  8.46381852e-07 -2.87628836e-07 ...  9.40039586e-02
 -1.75304778e-01  1.18340380e-01]",44100,10288,0,Electronic
[0.         0.         0.         ... 0.32021368 0.30202077 0.24794681],44100,3105,0,Electronic
"[-2.56176196e-07 -2.19095941e-07 -1.41210400e-07 ...  1.67879328e-01
  1.53710507e-01  1.48229279e-01]",44100,23261,8,Pop
[0.         0.         0.         ... 0.06534169 0.05381574 0.03895115],44100,20343,0,Electronic
"[-0.01862654 -0.01905254 -0.01966023 ...  0.07781017 -0.00142832
 -0.05642115]",44100,1047,3,Experimental
"[ 1.17938350e-06  1.39378051e-06  1.69997389e-06 ... -1.10601380e-01
 -1.17149845e-01 -1.19338773e-01]",44100,24160,6,Chiptune / Glitch
"[ 0.          0.          0.         ... -0.19126143 -0.19920621
 -0.20767644]",44100,3983,6,Chiptune / Glitch
"[-1.49428467e-10  1.79459439e-09  1.27997097e-08 ...  4.82169539e-02
  4.55173906e-02  4.34758049e-02]",44100,705,7,Instrumental
[0.         0.         0.         ... 0.08838677 0.10804716 0.13643484],44100,18216,7,Instrumental
[0.         0.         0.         ... 0.56436753 0.58667046 0.6154547 ],44100,23603,9,International
"[ 1.16013943e-09  1.94854480e-10 -9.84427828e-09 ... -6.83475658e-02
 -6.82840794e-02 -7.65595883e-02]",44100,2884,5,Folk
"[-4.60971310e-08 -4.05436847e-07 -1.08366596e-06 ...  2.52303109e-01
  2.56010547e-01  2.59409949e-01]",48000,13516,7,Instrumental
"[ 0.          0.          0.         ... -0.15991791 -0.15875671
 -0.15187702]",44100,22289,5,Folk
"[2.42162145e-07 2.31788704e-07 2.32781815e-07 ... 2.74539646e-02
 2.40318608e-02 2.07179142e-02]",44100,13356,2,Punk
"[ 0.05312394  0.05894002  0.06098531 ... -0.19334952 -0.19430024
 -0.18673039]",44100,13538,6,Chiptune / Glitch
"[-6.43487432e-08  3.69951181e-09  1.16848828e-07 ... -1.48675472e-01
 -1.49080575e-01 -1.48714408e-01]",44100,204,0,Electronic
"[-0.05065778 -0.05138502 -0.04644314 ...  0.25307915  0.27926994
  0.28272294]",44100,22556,4,Hip-Hop
"[ 1.17448974e-06  2.59068088e-07 -1.02377818e-07 ... -5.74765485e-02
 -4.03267052e-02 -9.45644174e-03]",44100,24272,4,Hip-Hop
"[-8.34661451e-09 -7.90276999e-08 -8.85929463e-08 ... -9.72589653e-04
 -6.10583811e-04 -5.67902636e-04]",44100,3505,3,Experimental
"[ 3.91328491e-07  5.76946917e-07  6.75114762e-07 ... -4.52884406e-01
 -4.76107225e-01 -3.56033891e-01]",44100,18911,2,Punk
"[ 0.          0.          0.         ... -0.01758141 -0.02222013
 -0.02524991]",44100,22025,2,Punk
[0.         0.         0.         ... 0.04272099 0.04896765 0.04510462],44100,20966,3,Experimental
"[-0.03578846 -0.02913121 -0.02188096 ... -0.42931613 -0.46899357
 -0.50537995]",44100,13612,9,International
"[-2.22095147e-07 -2.68642273e-07 -3.32717725e-07 ... -1.28141034e-01
 -1.65684760e-01 -1.93537608e-01]",44100,5426,0,Electronic
"[-1.40594450e-10 -2.42527148e-09  3.70295028e-09 ...  2.26151431e-03
  1.00294594e-03  1.46244187e-04]",44100,621,1,Rock
"[ 0.          0.          0.         ... -0.00343915 -0.00390256
 -0.00129813]",44100,7090,9,International
[0.25158425 0.26958811 0.28683648 ... 0.11289611 0.10676546 0.10969405],44100,16484,6,Chiptune / Glitch
[0.         0.         0.         ... 0.33660903 0.33240852 0.32849368],44100,18825,5,Folk
"[ 0.          0.          0.         ... -0.36423807 -0.34892693
 -0.24407723]",44100,17383,9,International
[0.         0.         0.         ... 0.24523985 0.26951806 0.24352831],44100,18608,1,Rock
[0.         0.         0.         ... 0.43303473 0.45775284 0.46704084],44100,2885,4,Hip-Hop
"[-0.10929634 -0.12253971 -0.10857078 ...  0.03628242  0.01282793
 -0.01044817]",44100,10747,6,Chiptune / Glitch
"[2.64447838e-07 2.32040350e-07 1.87557532e-07 ... 4.31118188e-02
 4.43376033e-02 4.54113306e-02]",44100,15749,6,Chiptune / Glitch
"[ 0.          0.          0.         ... -0.09382139 -0.10094767
 -0.10014724]",44100,5034,0,Electronic
"[ 3.46067296e-07  1.61925939e-07  2.18382226e-07 ... -2.45379139e-01
 -2.44508371e-01 -2.37615984e-01]",44100,8523,7,Instrumental
"[-2.69300665e-10 -1.79031734e-09 -3.25311422e-09 ... -6.09545000e-02
 -9.53059532e-02 -1.25561304e-01]",44100,12145,9,International
"[-7.91840260e-09 -7.52959481e-08 -2.04207974e-07 ... -1.65913193e-02
 -1.29932102e-02 -9.22673976e-03]",44100,2336,0,Electronic
"[ 0.          0.          0.         ... -0.05777477 -0.05903001
 -0.06806979]",44100,6690,5,Folk
"[-1.15092796e-07 -1.08152356e-07 -2.65251288e-09 ...  3.89707670e-01
  3.90329152e-01  3.92211556e-01]",44100,14852,3,Experimental
"[-2.26240866e-07 -1.38745119e-07 -1.41530933e-07 ... -1.76021338e-01
  5.09858616e-02  1.59873612e-01]",44100,19033,1,Rock
"[ 7.58072517e-07  4.29358948e-07  4.03169778e-07 ... -6.59985654e-03
 -2.02663629e-02 -3.00298561e-02]",44100,11155,6,Chiptune / Glitch
"[ 0.          0.          0.         ... -0.4130597  -0.45731813
 -0.41991419]",44100,15097,9,International
"[ 2.86757560e-10  1.27180345e-09 -8.42195003e-09 ... -1.80706091e-01
 -1.75611869e-01 -1.67368256e-01]",44100,6607,6,Chiptune / Glitch
"[-2.28557405e-07 -2.47513867e-07 -2.41794201e-07 ...  1.31645925e-01
  1.35813311e-01  1.38526555e-01]",44100,8211,1,Rock
"[-1.42274041e-06 -1.47557807e-06 -1.57413683e-06 ...  9.62676376e-03
  1.38962083e-03 -6.15481439e-03]",44100,8376,7,Instrumental
"[ 0.          0.          0.         ... -0.11160843 -0.11756826
 -0.12199731]",44100,6592,5,Folk
"[-1.18964548e-07 -1.69809420e-07 -1.35082043e-07 ... -1.22185249e-01
 -8.59513246e-02 -3.42499856e-02]",44100,20420,1,Rock
"[ 0.          0.          0.         ...  0.06049973  0.02773511
 -0.00091965]",44100,6274,1,Rock
"[-2.12107642e-07 -1.22020058e-07 -3.26918709e-07 ...  2.37153977e-01
  2.80017048e-01  2.69541487e-01]",44100,3956,6,Chiptune / Glitch
"[9.14319134e-10 7.20245641e-09 2.42905620e-08 ... 6.26658201e-02
 6.44178744e-02 6.58449959e-02]",44100,7268,5,Folk
"[-0.05698976 -0.05945739 -0.06107172 ... -0.02489071 -0.01622291
 -0.00966005]",44100,3353,0,Electronic
"[ 0.          0.          0.         ... -0.22885187 -0.22412394
 -0.20462058]",44100,6516,8,Pop
"[-2.02906563e-08 -2.23641536e-07 -7.10996062e-07 ...  1.69617493e-01
  1.65884193e-01  1.61232427e-01]",44100,19782,8,Pop
"[ 0.09254866  0.08531542  0.07712023 ... -0.2224071  -0.21033632
 -0.20814667]",48000,22292,1,Rock
"[ 2.33485359e-07  3.15468881e-07  3.28612515e-07 ... -1.34617351e-02
 -1.35440892e-02 -1.16711408e-02]",44100,6998,3,Experimental
"[ 7.33557869e-07  7.11830381e-07  9.27419819e-07 ... -1.42421769e-02
 -5.88280335e-03  1.38381720e-02]",44100,20854,2,Punk
"[-3.61007380e-07 -3.59987638e-07 -3.84845436e-07 ...  1.86304778e-01
  2.11106628e-01  1.77194163e-01]",44100,7339,5,Folk
"[1.84924266e-06 1.75656913e-06 1.09599159e-06 ... 9.66693349e-02
 7.95740131e-02 2.52239808e-01]",44100,7325,4,Hip-Hop
[0.         0.         0.         ... 0.01665689 0.01728548 0.01811093],44100,5700,7,Instrumental
"[-0.29496483 -0.3138733  -0.34780242 ...  0.29844525  0.28479633
  0.26693251]",44100,1791,8,Pop
"[-3.63437467e-07 -4.05620164e-07 -4.09177131e-07 ... -1.87572720e-02
 -1.74490097e-02 -1.74598251e-02]",44100,33,5,Folk
"[-5.23789220e-10 -1.78959830e-09 -1.20271424e-08 ...  4.86187831e-01
  4.45310876e-01  6.50833488e-01]",44100,5855,6,Chiptune / Glitch
"[ 0.0248938   0.02539183  0.02723586 ... -0.00897578 -0.01304692
 -0.0181416 ]",44100,11439,9,International
"[7.64965606e-07 6.50496986e-07 5.31691569e-07 ... 2.18368627e-01
 2.57551648e-01 2.99287796e-01]",44100,12036,6,Chiptune / Glitch
"[-0.04207655 -0.08550323 -0.08481265 ...  0.30097918  0.30357379
  0.28795548]",44100,9790,2,Punk
"[-0.01881436 -0.01939739 -0.01939348 ... -0.01040032 -0.01080811
 -0.01099848]",44100,8894,7,Instrumental
"[ 0.          0.          0.         ... -0.0226634  -0.0262486
 -0.03116271]",44100,7165,9,International
"[-3.82974115e-08 -9.61530023e-08 -1.57816103e-07 ...  8.86891708e-02
  6.94236811e-02  3.26232438e-02]",44100,22121,2,Punk
"[7.14888010e-10 8.83309048e-09 1.72625114e-08 ... 1.79780778e-02
 1.79249803e-02 1.54243279e-02]",44100,10034,5,Folk
"[-1.34040640e-09 -9.35417699e-09 -8.23695973e-09 ... -1.02112807e-01
 -1.31695874e-01 -1.64165989e-01]",44100,4940,9,International
"[-6.20928364e-10 -6.64021060e-09 -1.41241636e-08 ...  1.31695800e-01
  1.49372600e-01  1.48316920e-01]",44100,24239,6,Chiptune / Glitch
"[ 1.72460135e-08  1.97252859e-07  4.83841220e-07 ... -1.36264056e-01
 -1.25451867e-01 -1.12954412e-01]",44100,17415,3,Experimental
"[ 0.          0.          0.         ... -0.0760722  -0.07661985
 -0.07606387]",44100,13879,1,Rock
"[ 1.33218060e-10  6.98029051e-10 -2.26646979e-09 ...  8.92596060e-02
  8.92224914e-02  8.70005232e-02]",48000,387,7,Instrumental
"[-2.66316258e-09 -2.09514077e-08 -1.65133596e-08 ... -8.82130712e-02
 -9.13316160e-02 -8.63449723e-02]",44100,10148,5,Folk
[0.         0.         0.         ... 0.14473526 0.1454092  0.14628166],44100,12921,9,International
"[9.38679375e-08 1.17611763e-07 1.27897625e-07 ... 1.29013844e-01
 1.54003784e-01 1.62675649e-01]",44100,22257,2,Punk
"[ 0.          0.          0.         ... -0.02061061 -0.02357757
 -0.03564143]",44100,8640,1,Rock
"[ 6.55013736e-07  1.28330305e-06  1.51778102e-06 ... -2.55192883e-01
 -4.42491740e-01 -3.46001387e-01]",44100,12628,4,Hip-Hop
"[ 5.65092826e-08  1.48761799e-07  2.44761537e-07 ... -9.23256557e-02
 -8.61994196e-02 -9.29783396e-02]",44100,10083,5,Folk
"[-0.14028878 -0.13514231 -0.0981071  ... -0.28342705 -0.32951098
 -0.37342259]",44100,11822,8,Pop
"[ 0.          0.          0.         ... -0.45989747 -0.31045314
 -0.32617174]",44100,17741,6,Chiptune / Glitch
"[ 2.20650939e-07  4.71380126e-08 -2.03973940e-08 ...  6.08133793e-01
  6.26053393e-01  6.39228761e-01]",44100,4695,0,Electronic
"[1.17788723e-07 1.42081124e-07 1.99078016e-07 ... 1.39695290e-01
 1.53169151e-01 1.63679678e-01]",44100,11474,7,Instrumental
"[ 0.          0.          0.         ... -0.06991806 -0.07656805
 -0.08929632]",44100,9596,2,Punk
[0.         0.         0.         ... 0.14787403 0.17866013 0.19314137],44100,16881,4,Hip-Hop
"[ 0.          0.          0.         ... -0.06019155 -0.05948527
 -0.0583629 ]",44100,10776,5,Folk
"[-1.21772994e-10 -2.34455522e-09 -2.74572343e-09 ...  1.55977115e-01
  1.29208885e-01  1.17458548e-01]",44100,3094,3,Experimental
"[ 0.          0.          0.         ... -0.34529543 -0.31540652
 -0.27926996]",44100,3281,7,Instrumental
"[ 0.          0.          0.         ... -0.02118477 -0.04137393
 -0.12202906]",44100,12531,6,Chiptune / Glitch
"[-2.83879510e-10 -1.11348664e-09 -4.66271088e-09 ... -1.21942833e-02
 -1.19214996e-02 -1.29850516e-02]",44100,19828,9,International
[0.0650944  0.06001956 0.05238192 ... 0.04972359 0.03314607 0.01679989],44100,11779,0,Electronic
"[ 0.11136192  0.11632494  0.12045565 ... -0.07272821 -0.07689375
 -0.08070969]",44100,424,1,Rock
"[ 0.01746505  0.00780763 -0.00927881 ...  0.26779427  0.30775616
  0.25472571]",48000,12926,2,Punk
"[ 0.          0.          0.         ... -0.16770646 -0.14390944
 -0.13942474]",44100,6630,3,Experimental
"[ 0.          0.          0.         ... -0.02293631  0.02169151
 -0.00717484]",44100,23626,9,International
"[-1.32267857e-09 -7.88107063e-09 -1.64810116e-08 ...  2.95911901e-01
  2.83187434e-01  2.66326778e-01]",44100,20623,5,Folk
"[ 1.06385671e-09  1.17697936e-08  2.37687041e-08 ... -7.44138216e-03
 -9.34302300e-03 -1.11803391e-02]",44100,12868,3,Experimental
"[-1.19345636e-06 -1.47472224e-06 -1.03478187e-06 ...  2.83535719e-01
  2.94043571e-01  2.93429136e-01]",44100,22242,0,Electronic
"[-1.51208750e-07 -1.40854382e-07 -9.41947107e-08 ...  7.89444929e-02
 -1.04137603e-02 -1.03142936e-01]",44100,17965,1,Rock
"[ 0.          0.          0.         ... -0.46246569 -0.45186663
 -0.44281438]",44100,8854,5,Folk
"[ 1.52788843e-07  1.81258059e-07  2.84384555e-07 ... -5.57962209e-02
 -5.99446967e-02 -5.86132109e-02]",44100,1633,0,Electronic
"[ 6.14539388e-07  5.29172382e-07  1.87406572e-07 ... -2.42853016e-02
 -3.60545991e-02 -7.61994962e-02]",44100,10232,6,Chiptune / Glitch
"[ 0.          0.          0.         ... -0.06811773  0.02608258
  0.13267305]",44100,15212,6,Chiptune / Glitch
"[ 4.48934157e-09  4.09778149e-08  8.67597869e-08 ... -1.45313784e-01
 -1.89737573e-01 -2.05257669e-01]",44100,12487,1,Rock
"[ 1.96871131e-11 -2.20313257e-09 -2.89019952e-09 ... -1.40723153e-02
 -1.43620120e-02 -1.47439530e-02]",44100,18528,5,Folk
"[-2.78565653e-06  6.53187442e-08 -2.21969503e-06 ... -2.44793311e-01
 -3.70715871e-01  3.38068344e-01]",44100,195,3,Experimental
[0.         0.         0.         ... 0.19671401 0.15806142 0.10045639],44100,15000,5,Folk
"[ 1.45432714e-06  8.71011878e-07 -1.71845329e-07 ... -7.47501701e-02
 -1.85032427e-01 -1.47778250e-01]",44100,20549,2,Punk
[0.         0.         0.         ... 0.07052919 0.07227473 0.07026547],44100,10342,6,Chiptune / Glitch
[0.00522176 0.00402861 0.00238747 ... 0.12050775 0.09805675 0.1055593 ],44100,1447,8,Pop
[0.         0.         0.         ... 0.00507042 0.00502291 0.0049925 ],44100,23266,3,Experimental
"[-0.09079574 -0.09078683 -0.09241228 ... -0.10508964 -0.1103342
 -0.11541145]",44100,8417,0,Electronic
"[-8.89134023e-10 -9.01840971e-09 -1.82132842e-08 ...  1.09857120e-01
  6.20561689e-02  2.70135924e-02]",44100,6412,7,Instrumental
"[-4.56054181e-10 -6.01973871e-09 -1.56928448e-08 ...  5.46528911e-03
  2.25057546e-02  2.64790896e-02]",44100,23001,9,International
"[ 3.76367041e-07  4.67167247e-07  5.14999684e-07 ... -2.37914726e-01
 -2.18035981e-01 -1.94085643e-01]",44100,1143,4,Hip-Hop
"[-0.27657795 -0.28659676 -0.29921956 ... -0.40559822 -0.40644874
 -0.40508735]",44100,20,4,Hip-Hop
"[ 0.00525295  0.00520075  0.00531661 ... -0.02580191 -0.02680178
 -0.02743276]",44100,12873,5,Folk
"[ 1.03740670e-07  3.00270301e-07  5.57211735e-07 ... -1.53717816e-01
 -1.47914290e-01 -1.48693260e-01]",44100,367,0,Electronic
"[-4.40774516e-07 -4.66083875e-07 -4.80693427e-07 ... -1.79509394e-01
 -2.08391950e-01 -2.23744914e-01]",44100,11160,7,Instrumental
"[-1.14910725e-08  1.33425324e-08  1.96637679e-07 ... -3.22866980e-02
 -3.85409761e-02 -4.37726676e-02]",44100,10387,5,Folk
"[ 0.          0.          0.         ... -0.06106196 -0.0643407
 -0.05354217]",44100,22075,6,Chiptune / Glitch
"[-0.11843197 -0.1233791  -0.13338568 ...  0.11500577  0.11556198
  0.09180373]",44100,24724,9,International
"[ 0.11959668  0.1270292   0.1216895  ... -0.13927479 -0.11398274
 -0.09813404]",44100,18869,9,International
"[-1.23604738e-09 -4.63655603e-09 -1.06289564e-08 ...  6.92475736e-02
  8.55615661e-02  8.89436603e-02]",44100,17698,6,Chiptune / Glitch
